,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
7288,7289,mahowald,a twenty round Americans greeted us at the door.,a twenty round Americans,DT JJ CD NNS,A,round,twenty,Americans
7289,7290,mahowald,a twenty round bankers greeted us at the door.,a twenty round bankers,DT JJ CD NNS,A,round,twenty,bankers
7290,7291,mahowald,a three lucky soldiers greeted us at the door.,a three lucky soldiers,DT JJ CD NNS,A,lucky,three,soldiers
7291,7292,mahowald,a three lucky students greeted us at the door.,a three lucky students,DT JJ CD NNS,A,lucky,three,students
7292,7293,mahowald,a three lucky athletes greeted us at the door.,a three lucky athletes,DT JJ CD NNS,A,lucky,three,athletes
7293,7294,mahowald,a three lucky pianists greeted us at the door.,a three lucky pianists,DT JJ CD NNS,A,lucky,three,pianists
7294,7295,mahowald,a three lucky teammates greeted us at the door.,a three lucky teammates,DT JJ CD NNS,A,lucky,three,teammates
7295,7296,mahowald,a three lucky lawyers greeted us at the door.,a three lucky lawyers,DT JJ CD NNS,A,lucky,three,lawyers
7296,7297,mahowald,a three lucky doctors greeted us at the door.,a three lucky doctors,DT JJ CD NNS,A,lucky,three,doctors
7297,7298,mahowald,a three lucky actors greeted us at the door.,a three lucky actors,DT JJ CD NNS,A,lucky,three,actors
7298,7299,mahowald,a three lucky Americans greeted us at the door.,a three lucky Americans,DT JJ CD NNS,A,lucky,three,Americans
7299,7300,mahowald,a three lucky bankers greeted us at the door.,a three lucky bankers,DT JJ CD NNS,A,lucky,three,bankers
7300,7301,mahowald,a five lucky soldiers greeted us at the door.,a five lucky soldiers,DT JJ CD NNS,A,lucky,five,soldiers
7301,7302,mahowald,a five lucky students greeted us at the door.,a five lucky students,DT JJ CD NNS,A,lucky,five,students
7302,7303,mahowald,a five lucky athletes greeted us at the door.,a five lucky athletes,DT JJ CD NNS,A,lucky,five,athletes
7303,7304,mahowald,a five lucky pianists greeted us at the door.,a five lucky pianists,DT JJ CD NNS,A,lucky,five,pianists
7304,7305,mahowald,a five lucky teammates greeted us at the door.,a five lucky teammates,DT JJ CD NNS,A,lucky,five,teammates
7305,7306,mahowald,a five lucky lawyers greeted us at the door.,a five lucky lawyers,DT JJ CD NNS,A,lucky,five,lawyers
7306,7307,mahowald,a five lucky doctors greeted us at the door.,a five lucky doctors,DT JJ CD NNS,A,lucky,five,doctors
7307,7308,mahowald,a five lucky actors greeted us at the door.,a five lucky actors,DT JJ CD NNS,A,lucky,five,actors
7308,7309,mahowald,a five lucky Americans greeted us at the door.,a five lucky Americans,DT JJ CD NNS,A,lucky,five,Americans
7309,7310,mahowald,a five lucky bankers greeted us at the door.,a five lucky bankers,DT JJ CD NNS,A,lucky,five,bankers
7310,7311,mahowald,a twenty lucky soldiers greeted us at the door.,a twenty lucky soldiers,DT JJ CD NNS,A,lucky,twenty,soldiers
7311,7312,mahowald,a twenty lucky students greeted us at the door.,a twenty lucky students,DT JJ CD NNS,A,lucky,twenty,students
7312,7313,mahowald,a twenty lucky athletes greeted us at the door.,a twenty lucky athletes,DT JJ CD NNS,A,lucky,twenty,athletes
7313,7314,mahowald,a twenty lucky pianists greeted us at the door.,a twenty lucky pianists,DT JJ CD NNS,A,lucky,twenty,pianists
7314,7315,mahowald,a twenty lucky teammates greeted us at the door.,a twenty lucky teammates,DT JJ CD NNS,A,lucky,twenty,teammates
7315,7316,mahowald,a twenty lucky lawyers greeted us at the door.,a twenty lucky lawyers,DT JJ CD NNS,A,lucky,twenty,lawyers
7316,7317,mahowald,a twenty lucky doctors greeted us at the door.,a twenty lucky doctors,DT JJ CD NNS,A,lucky,twenty,doctors
7317,7318,mahowald,a twenty lucky actors greeted us at the door.,a twenty lucky actors,DT JJ CD NNS,A,lucky,twenty,actors
7318,7319,mahowald,a twenty lucky Americans greeted us at the door.,a twenty lucky Americans,DT JJ CD NNS,A,lucky,twenty,Americans
7319,7320,mahowald,a twenty lucky bankers greeted us at the door.,a twenty lucky bankers,DT JJ CD NNS,A,lucky,twenty,bankers
7320,7321,mahowald,a three talented soldiers greeted us at the door.,a three talented soldiers,DT JJ CD NNS,A,talented,three,soldiers
7321,7322,mahowald,a three talented students greeted us at the door.,a three talented students,DT JJ CD NNS,A,talented,three,students
7322,7323,mahowald,a three talented athletes greeted us at the door.,a three talented athletes,DT JJ CD NNS,A,talented,three,athletes
7323,7324,mahowald,a three talented pianists greeted us at the door.,a three talented pianists,DT JJ CD NNS,A,talented,three,pianists
7324,7325,mahowald,a three talented teammates greeted us at the door.,a three talented teammates,DT JJ CD NNS,A,talented,three,teammates
7325,7326,mahowald,a three talented lawyers greeted us at the door.,a three talented lawyers,DT JJ CD NNS,A,talented,three,lawyers
7326,7327,mahowald,a three talented doctors greeted us at the door.,a three talented doctors,DT JJ CD NNS,A,talented,three,doctors
7327,7328,mahowald,a three talented actors greeted us at the door.,a three talented actors,DT JJ CD NNS,A,talented,three,actors
7328,7329,mahowald,a three talented Americans greeted us at the door.,a three talented Americans,DT JJ CD NNS,A,talented,three,Americans
7329,7330,mahowald,a three talented bankers greeted us at the door.,a three talented bankers,DT JJ CD NNS,A,talented,three,bankers
7330,7331,mahowald,a five talented soldiers greeted us at the door.,a five talented soldiers,DT JJ CD NNS,A,talented,five,soldiers
7331,7332,mahowald,a five talented students greeted us at the door.,a five talented students,DT JJ CD NNS,A,talented,five,students
7332,7333,mahowald,a five talented athletes greeted us at the door.,a five talented athletes,DT JJ CD NNS,A,talented,five,athletes
7333,7334,mahowald,a five talented pianists greeted us at the door.,a five talented pianists,DT JJ CD NNS,A,talented,five,pianists
7334,7335,mahowald,a five talented teammates greeted us at the door.,a five talented teammates,DT JJ CD NNS,A,talented,five,teammates
7335,7336,mahowald,a five talented lawyers greeted us at the door.,a five talented lawyers,DT JJ CD NNS,A,talented,five,lawyers
7336,7337,mahowald,a five talented doctors greeted us at the door.,a five talented doctors,DT JJ CD NNS,A,talented,five,doctors
7337,7338,mahowald,a five talented actors greeted us at the door.,a five talented actors,DT JJ CD NNS,A,talented,five,actors
7338,7339,mahowald,a five talented Americans greeted us at the door.,a five talented Americans,DT JJ CD NNS,A,talented,five,Americans
7339,7340,mahowald,a five talented bankers greeted us at the door.,a five talented bankers,DT JJ CD NNS,A,talented,five,bankers
7340,7341,mahowald,a twenty talented soldiers greeted us at the door.,a twenty talented soldiers,DT JJ CD NNS,A,talented,twenty,soldiers
7341,7342,mahowald,a twenty talented students greeted us at the door.,a twenty talented students,DT JJ CD NNS,A,talented,twenty,students
7342,7343,mahowald,a twenty talented athletes greeted us at the door.,a twenty talented athletes,DT JJ CD NNS,A,talented,twenty,athletes
7343,7344,mahowald,a twenty talented pianists greeted us at the door.,a twenty talented pianists,DT JJ CD NNS,A,talented,twenty,pianists
7344,7345,mahowald,a twenty talented teammates greeted us at the door.,a twenty talented teammates,DT JJ CD NNS,A,talented,twenty,teammates
7345,7346,mahowald,a twenty talented lawyers greeted us at the door.,a twenty talented lawyers,DT JJ CD NNS,A,talented,twenty,lawyers
7346,7347,mahowald,a twenty talented doctors greeted us at the door.,a twenty talented doctors,DT JJ CD NNS,A,talented,twenty,doctors
7347,7348,mahowald,a twenty talented actors greeted us at the door.,a twenty talented actors,DT JJ CD NNS,A,talented,twenty,actors
7348,7349,mahowald,a twenty talented Americans greeted us at the door.,a twenty talented Americans,DT JJ CD NNS,A,talented,twenty,Americans
7349,7350,mahowald,a twenty talented bankers greeted us at the door.,a twenty talented bankers,DT JJ CD NNS,A,talented,twenty,bankers
7350,7351,mahowald,a three graceful soldiers greeted us at the door.,a three graceful soldiers,DT JJ CD NNS,A,graceful,three,soldiers
7351,7352,mahowald,a three graceful students greeted us at the door.,a three graceful students,DT JJ CD NNS,A,graceful,three,students
7352,7353,mahowald,a three graceful athletes greeted us at the door.,a three graceful athletes,DT JJ CD NNS,A,graceful,three,athletes
7353,7354,mahowald,a three graceful pianists greeted us at the door.,a three graceful pianists,DT JJ CD NNS,A,graceful,three,pianists
7354,7355,mahowald,a three graceful teammates greeted us at the door.,a three graceful teammates,DT JJ CD NNS,A,graceful,three,teammates
7355,7356,mahowald,a three graceful lawyers greeted us at the door.,a three graceful lawyers,DT JJ CD NNS,A,graceful,three,lawyers
7356,7357,mahowald,a three graceful doctors greeted us at the door.,a three graceful doctors,DT JJ CD NNS,A,graceful,three,doctors
7357,7358,mahowald,a three graceful actors greeted us at the door.,a three graceful actors,DT JJ CD NNS,A,graceful,three,actors
7358,7359,mahowald,a three graceful Americans greeted us at the door.,a three graceful Americans,DT JJ CD NNS,A,graceful,three,Americans
7359,7360,mahowald,a three graceful bankers greeted us at the door.,a three graceful bankers,DT JJ CD NNS,A,graceful,three,bankers
7360,7361,mahowald,a five graceful soldiers greeted us at the door.,a five graceful soldiers,DT JJ CD NNS,A,graceful,five,soldiers
7361,7362,mahowald,a five graceful students greeted us at the door.,a five graceful students,DT JJ CD NNS,A,graceful,five,students
7362,7363,mahowald,a five graceful athletes greeted us at the door.,a five graceful athletes,DT JJ CD NNS,A,graceful,five,athletes
7363,7364,mahowald,a five graceful pianists greeted us at the door.,a five graceful pianists,DT JJ CD NNS,A,graceful,five,pianists
7364,7365,mahowald,a five graceful teammates greeted us at the door.,a five graceful teammates,DT JJ CD NNS,A,graceful,five,teammates
7365,7366,mahowald,a five graceful lawyers greeted us at the door.,a five graceful lawyers,DT JJ CD NNS,A,graceful,five,lawyers
7366,7367,mahowald,a five graceful doctors greeted us at the door.,a five graceful doctors,DT JJ CD NNS,A,graceful,five,doctors
7367,7368,mahowald,a five graceful actors greeted us at the door.,a five graceful actors,DT JJ CD NNS,A,graceful,five,actors
7368,7369,mahowald,a five graceful Americans greeted us at the door.,a five graceful Americans,DT JJ CD NNS,A,graceful,five,Americans
7369,7370,mahowald,a five graceful bankers greeted us at the door.,a five graceful bankers,DT JJ CD NNS,A,graceful,five,bankers
7370,7371,mahowald,a twenty graceful soldiers greeted us at the door.,a twenty graceful soldiers,DT JJ CD NNS,A,graceful,twenty,soldiers
7371,7372,mahowald,a twenty graceful students greeted us at the door.,a twenty graceful students,DT JJ CD NNS,A,graceful,twenty,students
7372,7373,mahowald,a twenty graceful athletes greeted us at the door.,a twenty graceful athletes,DT JJ CD NNS,A,graceful,twenty,athletes
7373,7374,mahowald,a twenty graceful pianists greeted us at the door.,a twenty graceful pianists,DT JJ CD NNS,A,graceful,twenty,pianists
7374,7375,mahowald,a twenty graceful teammates greeted us at the door.,a twenty graceful teammates,DT JJ CD NNS,A,graceful,twenty,teammates
7375,7376,mahowald,a twenty graceful lawyers greeted us at the door.,a twenty graceful lawyers,DT JJ CD NNS,A,graceful,twenty,lawyers
7376,7377,mahowald,a twenty graceful doctors greeted us at the door.,a twenty graceful doctors,DT JJ CD NNS,A,graceful,twenty,doctors
7377,7378,mahowald,a twenty graceful actors greeted us at the door.,a twenty graceful actors,DT JJ CD NNS,A,graceful,twenty,actors
7378,7379,mahowald,a twenty graceful Americans greeted us at the door.,a twenty graceful Americans,DT JJ CD NNS,A,graceful,twenty,Americans
7379,7380,mahowald,a twenty graceful bankers greeted us at the door.,a twenty graceful bankers,DT JJ CD NNS,A,graceful,twenty,bankers
7380,7381,mahowald,a three fancy soldiers greeted us at the door.,a three fancy soldiers,DT JJ CD NNS,A,fancy,three,soldiers
7381,7382,mahowald,a three fancy students greeted us at the door.,a three fancy students,DT JJ CD NNS,A,fancy,three,students
7382,7383,mahowald,a three fancy athletes greeted us at the door.,a three fancy athletes,DT JJ CD NNS,A,fancy,three,athletes
7383,7384,mahowald,a three fancy pianists greeted us at the door.,a three fancy pianists,DT JJ CD NNS,A,fancy,three,pianists
7384,7385,mahowald,a three fancy teammates greeted us at the door.,a three fancy teammates,DT JJ CD NNS,A,fancy,three,teammates
7385,7386,mahowald,a three fancy lawyers greeted us at the door.,a three fancy lawyers,DT JJ CD NNS,A,fancy,three,lawyers
7386,7387,mahowald,a three fancy doctors greeted us at the door.,a three fancy doctors,DT JJ CD NNS,A,fancy,three,doctors
7387,7388,mahowald,a three fancy actors greeted us at the door.,a three fancy actors,DT JJ CD NNS,A,fancy,three,actors
7388,7389,mahowald,a three fancy Americans greeted us at the door.,a three fancy Americans,DT JJ CD NNS,A,fancy,three,Americans
7389,7390,mahowald,a three fancy bankers greeted us at the door.,a three fancy bankers,DT JJ CD NNS,A,fancy,three,bankers
7390,7391,mahowald,a five fancy soldiers greeted us at the door.,a five fancy soldiers,DT JJ CD NNS,A,fancy,five,soldiers
7391,7392,mahowald,a five fancy students greeted us at the door.,a five fancy students,DT JJ CD NNS,A,fancy,five,students
7392,7393,mahowald,a five fancy athletes greeted us at the door.,a five fancy athletes,DT JJ CD NNS,A,fancy,five,athletes
7393,7394,mahowald,a five fancy pianists greeted us at the door.,a five fancy pianists,DT JJ CD NNS,A,fancy,five,pianists
7394,7395,mahowald,a five fancy teammates greeted us at the door.,a five fancy teammates,DT JJ CD NNS,A,fancy,five,teammates
7395,7396,mahowald,a five fancy lawyers greeted us at the door.,a five fancy lawyers,DT JJ CD NNS,A,fancy,five,lawyers
7396,7397,mahowald,a five fancy doctors greeted us at the door.,a five fancy doctors,DT JJ CD NNS,A,fancy,five,doctors
