idx,sentence,pos,DT,ADJ,NUMERAL,NOUN
4010719,an international city and many companies,ARTICLE JJ NN CC FEW NNS,an,international city and,many,companies
4019353,"a square , ten miles","ARTICLE JJ , CD NNS",a,"square ,",ten,miles
4030833,an additional 3 points,ARTICLE JJ CD NNS,an,additional,3,points
4036159,a great deal more overhead in terms,ARTICLE JJ NN FEW NN IN NNS,a,great deal,more,overhead in terms
4045813,a total 55 reviews,ARTICLE JJ CD NNS,a,total,55,reviews
4047044,a second - place choice three points,ARTICLE JJ HYPH NN NN CD NNS,a,second - place choice,three,points
4056929,A good many Irish members,ARTICLE JJ FEW JJ NNS,A,good,many,Irish members
4061912,A good many Irish novels,ARTICLE JJ FEW JJ NNS,A,good,many,Irish novels
4063574,an official holiday seven states,ARTICLE JJ NN CD NNS,an,official holiday,seven,states
4064186,A great many American publishers,ARTICLE JJ FEW JJ NNS,A,great,many,American publishers
4075159,a goody two boobs,ARTICLE JJ CD NNS,a,goody,two,boobs
4082809,a pleasant rest and two restaurants,ARTICLE JJ NN CC CD NNS,a,pleasant rest and,two,restaurants
4084634,a rough couple days,ARTICLE JJ FEW NNS,a,rough,couple,days
4095469,A good many specimens,ARTICLE JJ FEW NNS,A,good,many,specimens
4097099,a good few mushrooms,ARTICLE JJ FEW NNS,a,good,few,mushrooms
4103667,"an estimated 32,000 residences",ARTICLE VBN CD NNS,an,estimated,"32,000",residences
4104376,a full three days,ARTICLE JJ CD NNS,a,full,three,days
4104872,a literal meaning and one or more symbolic meanings,ARTICLE JJ NN CC CD CC FEW JJ NNS,a,literal meaning and,one or more,symbolic meanings
4111459,an extra 1.3 million cars,ARTICLE JJ CD CD NNS,an,extra,1.3 million,cars
4124375,a good many times,ARTICLE JJ FEW NNS,a,good,many,times
4124384,a good many times,ARTICLE JJ FEW NNS,a,good,many,times
4126635,a mere twenty pe pence,ARTICLE JJ CD NN NNS,a,mere,twenty,pe pence
4128266,a bare four miles,ARTICLE JJ CD NNS,a,bare,four,miles
4130652,a full three weeks,ARTICLE JJ CD NNS,a,full,three,weeks
4135646,"An estimated 80,000 spectators",ARTICLE VBN CD NNS,An,estimated,"80,000",spectators
4145560,a pictorial several pages,ARTICLE JJ FEW NNS,a,pictorial,several,pages
4155255,"an estimated 1,000,000 species",ARTICLE VBN CD NNS,an,estimated,"1,000,000",species
4170619,a further 12 nm,ARTICLE JJ CD NNS,a,further,12,nm
4174812,a natural swimming pool 1.500 meters,ARTICLE JJ NN NN CD NNS,a,natural swimming pool,1.500,meters
4177532,a full 17 years,ARTICLE JJ CD NNS,a,full,17,years
4177534,a full six months,ARTICLE JJ CD NNS,a,full,six,months
4180329,a great many branches,ARTICLE JJ FEW NNS,a,great,many,branches
4181166,a key person several hours,ARTICLE JJ NN FEW NNS,a,key person,several,hours
4186753,A half dozen natives,ARTICLE JJ FEW NNS,A,half,dozen,natives
4186767,a clear ten years,ARTICLE JJ CD NNS,a,clear,ten,years
4187347,a half dozen savage natives,ARTICLE JJ FEW JJ NNS,a,half,dozen,savage natives
4190764,a regular edition and 20 songs,ARTICLE JJ NN CC CD NNS,a,regular edition and,20,songs
4196241,a universal and shared spirit many souls,ARTICLE JJ CC JJ NN FEW NNS,a,universal and shared spirit,many,souls
4197666,a great many chances,ARTICLE JJ FEW NNS,a,great,many,chances
4202178,a great many times,ARTICLE JJ FEW NNS,a,great,many,times
4203351,a great many dangers,ARTICLE JJ FEW NNS,a,great,many,dangers
4206698,an estimated 7–12 million slaves,ARTICLE VBN CD CD NNS,an,estimated,7–12 million,slaves
4206738,an estimated 5.5 million people,ARTICLE VBN CD CD NNS,an,estimated,5.5 million,people
4213178,an early age 3–6 years,ARTICLE JJ NN CD NNS,an,early age,3–6,years
4213343,a great many difficulties,ARTICLE JJ FEW NNS,a,great,many,difficulties
4213622,an exact ten minutes,ARTICLE JJ CD NNS,an,exact,ten,minutes
4214737,an African - American boy three years,ARTICLE JJ HYPH JJ NN CD NNS,an,African - American boy,three,years
4230288,a random number--2 times,ARTICLE JJ CD NNS,a,random,number--2,times
4231390,a used pair three sizes,ARTICLE VBN NN CD NNS,a,used pair,three,sizes
4243253,a further eight years,ARTICLE JJ CD NNS,a,further,eight,years
4255453,an extra twelve tracks,ARTICLE JJ CD NNS,an,extra,twelve,tracks
4257635,a career - high 17 goals,ARTICLE NN HYPH JJ CD NNS,a,career - high,17,goals
4261129,"an estimated 8,500 infections",ARTICLE VBN CD NNS,an,estimated,"8,500",infections
4265453,a good thirty years,ARTICLE JJ CD NNS,a,good,thirty,years
4268087,a further twenty eight hours,ARTICLE JJ CD CD NNS,a,further,twenty eight,hours
4268538,"an extra three hundred and six thousand , three hundred and forty pounds","ARTICLE JJ CD CD CC CD CD , CD CD CC CD NNS",an,extra,"three hundred and six thousand , three hundred and forty",pounds
4282794,a further two weeks,ARTICLE JJ CD NNS,a,further,two,weeks
4293895,a great many geographers,ARTICLE JJ FEW NNS,a,great,many,geographers
4294387,A deserted valley ten miles,ARTICLE JJ NN CD NNS,A,deserted valley,ten,miles
4299641,a good two to three decades,ARTICLE JJ CD TO CD NNS,a,good,two to three,decades
4299759,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years
4301154,a perfect match—150 balls,ARTICLE JJ CD NNS,a,perfect,match—150,balls
4302140,an extra 70 SwagBucks,ARTICLE JJ CD NNS,an,extra,70,SwagBucks
4304057,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years
4306860,an estimated 509 million songs,ARTICLE VBN CD CD NNS,an,estimated,509 million,songs
4310665,a whopping six hundred and seventy tons,ARTICLE JJ CD CD CC CD NNS,a,whopping,six hundred and seventy,tons
4310790,an extra two thousand years,ARTICLE JJ CD CD NNS,an,extra,two thousand,years
4316301,"an estimated 5,205 households",ARTICLE VBN CD NNS,an,estimated,"5,205",households
4316351,"an estimated 251,974 people",ARTICLE VBN CD NNS,an,estimated,"251,974",people
4317268,"a little bigger , five members","ARTICLE JJ JJR , CD NNS",a,"little bigger ,",five,members
4318965,an estimated 23 tons,ARTICLE VBN CD NNS,an,estimated,23,tons
4325932,an extensive canal system and several monumental temples,ARTICLE JJ NN NN CC FEW JJ NNS,an,extensive canal system and,several,monumental temples
4333525,a clever water drainage system and many stone sculptures,ARTICLE JJ NN NN NN CC FEW NN NNS,a,clever water drainage system and,many,stone sculptures
4341089,an additional 8 million subscribers,ARTICLE JJ CD CD NNS,an,additional,8 million,subscribers
4341097,an additional 8 million customers,ARTICLE JJ CD CD NNS,an,additional,8 million,customers
4363761,a good many tourists,ARTICLE JJ FEW NNS,a,good,many,tourists
4366094,a whopping 800 micrograms,ARTICLE JJ CD NNS,a,whopping,800,micrograms
4366531,an additional 6 months,ARTICLE JJ CD NNS,an,additional,6,months
4372118,an unmatchable 21 three - cushion billiards,ARTICLE JJ CD CD HYPH NN NNS,an,unmatchable,21 three -,cushion billiards
4374539,a full - length body and two companions,ARTICLE JJ HYPH NN NN CC CD NNS,a,full - length body and,two,companions
4377436,A new 1000 yuan,ARTICLE JJ CD NNS,A,new,1000,yuan
4379749,a little few things,ARTICLE JJ FEW NNS,a,little,few,things
4397021,a great many gods,ARTICLE JJ FEW NNS,a,great,many,gods
4400190,a big house and four rooms,ARTICLE JJ NN CC CD NNS,a,big house and,four,rooms
4400929,a sudden illness twenty years,ARTICLE JJ NN CD NNS,a,sudden illness,twenty,years
4402163,an extra two years,ARTICLE JJ CD NNS,an,extra,two,years
4403079,a further 72 cars,ARTICLE JJ CD NNS,a,further,72,cars
4403317,an estimated 1196 passengers,ARTICLE VBN CD NNS,an,estimated,1196,passengers
4409718,a merry one promises,ARTICLE JJ CD NNS,a,merry,one,promises
4413407,"an estimated 20,000 prisoners",ARTICLE VBN CD NNS,an,estimated,"20,000",prisoners
4415263,An additional seven trains,ARTICLE JJ CD NNS,An,additional,seven,trains
4418804,a great many gestures,ARTICLE JJ FEW NNS,a,great,many,gestures
4420269,an estimated five million pounds,ARTICLE VBN CD CD NNS,an,estimated,five million,pounds
4424207,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
4431535,a good many boys,ARTICLE JJ FEW NNS,a,good,many,boys
4438401,"a great , many round ones","ARTICLE JJ , FEW JJ NNS",a,"great ,",many,round ones
4462895,an awful lot more trees,ARTICLE JJ NN FEW NNS,an,awful lot,more,trees
4468716,a small market town 14 miles,ARTICLE JJ NN NN CD NNS,a,small market town,14,miles
4469168,a dignitary shuttle and two protocol droids,ARTICLE JJ NN CC CD NN NNS,a,dignitary shuttle and,two,protocol droids
4483746,a good few times,ARTICLE JJ FEW NNS,a,good,few,times
4488295,"an estimated 502,629 residents",ARTICLE VBN CD NNS,an,estimated,"502,629",residents
4501820,a dawdling five hours,ARTICLE JJ CD NNS,a,dawdling,five,hours
4510291,a bare hundred yards,ARTICLE JJ CD NNS,a,bare,hundred,yards
4517652,an old - world hamlet eight miles,ARTICLE JJ HYPH NN NN CD NNS,an,old - world hamlet,eight,miles
4519859,A short two miles,ARTICLE JJ CD NNS,A,short,two,miles
4522766,"An estimated 1,000 official entries",ARTICLE VBN CD JJ NNS,An,estimated,"1,000",official entries
4524047,a fine west tower and several points,ARTICLE JJ JJ NN CC FEW NNS,a,fine west tower and,several,points
4526312,a circular earthwork 300 feet,ARTICLE JJ NN CD NNS,a,circular earthwork,300,feet
4535701,a short four miles,ARTICLE JJ CD NNS,a,short,four,miles
4536029,an additional five feet,ARTICLE JJ CD NNS,an,additional,five,feet
4540046,a further 54 candidates,ARTICLE JJ CD NNS,a,further,54,candidates
4541988,a sudden two years,ARTICLE JJ CD NNS,a,sudden,two,years
4542351,an extra ten years,ARTICLE JJ CD NNS,an,extra,ten,years
4544254,an excellent hard four weeks,ARTICLE JJ JJ CD NNS,an,excellent hard,four,weeks
4544795,"An extra 500,000 people",ARTICLE JJ CD NNS,An,extra,"500,000",people
4546718,another rude shock seven minutes,ARTICLE JJ NN CD NNS,another,rude shock,seven,minutes
4550464,an extra 2 km,ARTICLE JJ CD NNS,an,extra,2,km
4551606,a great many mathematical objects,ARTICLE JJ FEW JJ NNS,a,great,many,mathematical objects
4573736,"an estimated 10,000 people",ARTICLE VBN CD NNS,an,estimated,"10,000",people
4584739,"A further 1,300,000 people",ARTICLE JJ CD NNS,A,further,"1,300,000",people
4593325,A great many people,ARTICLE JJ FEW NNS,A,great,many,people
4609825,a 13th - century chapel and two private castles,ARTICLE JJ HYPH NN NN CC CD JJ NNS,a,13th - century chapel and,two,private castles
4617142,an earlier time slot and nine new episodes,ARTICLE JJR NN NN CC CD JJ NNS,an,earlier time slot and,nine,new episodes
4627477,a further three and a half years,ARTICLE JJ CD CC ARTICLE NN NNS,a,,three and,a half years
4628646,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles
4638630,A great many dogs,ARTICLE JJ FEW NNS,A,great,many,dogs
4640438,a royal casino and two beach resorts,ARTICLE JJ NN CC CD NN NNS,a,royal casino and,two,beach resorts
4650387,a long ten minutes,ARTICLE JJ CD NNS,a,long,ten,minutes
4661764,a staggering twenty million pounds,ARTICLE JJ CD CD NNS,a,staggering,twenty million,pounds
4664298,an extra seven and half hours,ARTICLE JJ CD CC NN NNS,an,extra,seven and,half hours
4666168,An agonising first nine years,ARTICLE JJ JJ CD NNS,An,agonising first,nine,years
4666307,a particular few words,ARTICLE JJ FEW NNS,a,particular,few,words
4666968,a mere fifteen pounds,ARTICLE JJ CD NNS,a,mere,fifteen,pounds
4679083,another great battle two years,ARTICLE JJ NN CD NNS,another,great battle,two,years
4679092,a wonderful three years,ARTICLE JJ CD NNS,a,wonderful,three,years
4680902,"an estimated 80,000 total species",ARTICLE VBN CD JJ NNS,an,estimated,"80,000",total species
4686682,a popular level many years,ARTICLE JJ NN FEW NNS,a,popular level,many,years
4697083,a similar project eleven years,ARTICLE JJ NN CD NNS,a,similar project,eleven,years
4698552,a very poor first four months,ARTICLE RB JJ JJ CD NNS,a,very poor first,four,months
4698804,a good seven miles,ARTICLE JJ CD NNS,a,good,seven,miles
4699345,a great many other situations,ARTICLE JJ FEW JJ NNS,a,great,many,other situations
4700854,an additional twenty five million pounds,ARTICLE JJ CD CD CD NNS,an,additional,twenty five million,pounds
4701182,an additional twenty five million pounds,ARTICLE JJ CD CD CD NNS,an,additional,twenty five million,pounds
4701566,an additional twenty five million pounds,ARTICLE JJ CD CD CD NNS,an,additional,twenty five million,pounds
4703233,"An estimated 151,000 to 600,000 or more Iraqis",ARTICLE VBN CD TO CD CC FEW NNPS,An,estimated,"151,000 to 600,000 or more",Iraqis
4713564,an overwhelming 283 votes,ARTICLE JJ CD NNS,an,overwhelming,283,votes
4714940,a further ten pence,ARTICLE JJ CD NNS,a,further,ten,pence
4715147,a grand total one million nine hundred and seventy eight thousand jobs,ARTICLE JJ NN CD CD CD CD CC CD CD CD NNS,a,grand total,one million nine hundred and seventy eight thousand,jobs
4718475,a at least two years,ARTICLE RB JJS CD NNS,a,at least,two,years
4721327,a tiny 9 feet,ARTICLE JJ CD NNS,a,tiny,9,feet
4723381,an estimated 450 million Independents,ARTICLE VBN CD CD NNS,an,estimated,450 million,Independents
4727055,an extra two hours,ARTICLE JJ CD NNS,an,extra,two,hours
4731269,a jolly six weeks,ARTICLE JJ CD NNS,a,jolly,six,weeks
4731448,a hard surface many painters,ARTICLE JJ NN FEW NNS,a,hard surface,many,painters
4735188,an additional four points,ARTICLE JJ CD NNS,an,additional,four,points
4737510,an estimated five million annual visitors,ARTICLE VBN CD CD JJ NNS,an,estimated,five million,annual visitors
4742747,a clear five days,ARTICLE JJ CD NNS,a,clear,five,days
4744250,an older sister and four brothers,ARTICLE JJR NN CC CD NNS,an,older sister and,four,brothers
4744730,"an estimated 2,200 races",ARTICLE VBN CD NNS,an,estimated,"2,200",races
4765780,a cumulated 300 ECTS credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ECTS credits
4772390,a mistaken idea or belief many people,ARTICLE JJ NN CC NN FEW NNS,a,mistaken idea or belief,many,people
4774131,a normal 6 - sided dice,ARTICLE JJ CD HYPH JJ NNS,a,normal,6 -,sided dice
4793336,a combined 12 seasons,ARTICLE VBN CD NNS,a,combined,12,seasons
4793406,a combined 9 seasons,ARTICLE JJ CD NNS,a,combined,9,seasons
4806273,a further 20–24 cm,ARTICLE JJ CD NNS,a,further,20–24,cm
4812220,an horrendous twenty four hours,ARTICLE JJ CD CD NNS,an,horrendous,twenty four,hours
4816733,a mere 18 inches,ARTICLE JJ CD NNS,a,mere,18,inches
4820245,A double limber and six mules,ARTICLE JJ NN CC CD NNS,A,double limber and,six,mules
4829000,An estimated 1 million Filipinos,ARTICLE VBN CD CD NNPS,An,estimated,1 million,Filipinos
4833858,a half dozen sharpened sticks,ARTICLE JJ FEW VBN NNS,a,half,dozen,sharpened sticks
4835063,a wealthy tobacco planter 20 years,ARTICLE JJ NN NN CD NNS,a,wealthy tobacco planter,20,years
4840564,a nice few quid,ARTICLE JJ FEW NNS,a,nice,few,quid
4841099,a white crescent moon and five white stars,ARTICLE JJ JJ NN CC CD JJ NNS,a,white crescent moon and,five,white stars
4842016,a short story or several chapters,ARTICLE JJ NN CC FEW NNS,a,short story or,several,chapters
4849666,a great many people,ARTICLE JJ FEW NNS,a,great,many,people
4854287,a botanical garden and three green houses,ARTICLE JJ NN CC CD JJ NNS,a,botanical garden and,three,green houses
4855704,An English quartermaster and four Lascars,ARTICLE JJ NN CC CD NNPS,An,English quartermaster and,four,Lascars
4872192,a single piece or several pieces,ARTICLE JJ NN CC FEW NNS,a,single piece or,several,pieces
4889360,an extra few days,ARTICLE JJ FEW NNS,an,extra,few,days
4890850,a serial port and two floppy disk drives,ARTICLE JJ NN CC CD JJ NN NNS,a,serial port and,two,floppy disk drives
4896489,An estimated 70 billion servings,ARTICLE VBN CD CD NNS,An,estimated,70 billion,servings
4898804,an extra five square yards,ARTICLE JJ CD JJ NNS,an,extra,five,square yards
4922944,a small knoll 200 yards,ARTICLE JJ NN CD NNS,a,small knoll,200,yards
4926788,a large yellow brick house three blocks,ARTICLE JJ JJ NN NN CD NNS,a,large yellow brick house,three,blocks
4927863,a further four VOIEDs,ARTICLE JJ CD NNS,a,further,four,VOIEDs
4937071,A further three songs,ARTICLE JJ CD NNS,A,further,three,songs
4937665,a pressurized cabin and two decks,ARTICLE JJ NN CC CD NNS,a,pressurized cabin and,two,decks
4938847,a shattered knee and two toes,ARTICLE VBN NN CC CD NNS,a,shattered knee and,two,toes
4942169,"an additional 7,518 satellites",ARTICLE JJ CD NNS,an,additional,"7,518",satellites
4942265,an additional three resupply flights,ARTICLE JJ CD NN NNS,an,additional,three,resupply flights
4952707,"a good 10,000 years",ARTICLE JJ CD NNS,a,good,"10,000",years
4954956,a good six months,ARTICLE JJ CD NNS,a,good,six,months
4955878,A little further on two soldiers,ARTICLE JJ RB RB CD NNS,A,little further on,two,soldiers
4957120,an estimated 264 people,ARTICLE VBN CD NNS,an,estimated,264,people
4961365,a full 40 mm,ARTICLE JJ CD NNS,a,full,40,mm
4965809,an additional 90 miles,ARTICLE JJ CD NNS,an,additional,90,miles
4970861,"an estimated 100,000 climbers",ARTICLE VBN CD NNS,an,estimated,"100,000",climbers
4971272,"an estimated 438,000 species",ARTICLE VBN CD NNS,an,estimated,"438,000",species
4990715,a red background and 3 armoured legs,ARTICLE JJ NN CC CD JJ NNS,a,red background and,3,armoured legs
4994326,a large hill 585 meters,ARTICLE JJ NN CD NNS,a,large hill,585,meters
4994800,a private home five miles,ARTICLE JJ NN CD NNS,a,private home,five,miles
4996663,a long table and two benches,ARTICLE JJ NN CC CD NNS,a,long table and,two,benches
4998214,An estimated 180 million people,ARTICLE VBN CD CD NNS,An,estimated,180 million,people
