idx,construction,corrupted_construction,corrupted_sentence
9511,a good ten feet,ten good feet,She 's ten good feet away from me when she turns back to find me staring at her .
9512,a good ten feet,ten good feet,Ivy is ten good feet in front of me and I lengthen my stride to catch up with her .
9513,a mere two months,two mere months,"His window of opportunity after getting out of prison , was two mere months ."
9514,a good six months,six good months,Please notice that there is normally six good months of planning and preliminary evaluation before implementation .
9515,a few hundred yards,hundred few yards,"It was just hundred few yards along the Red Kite Walk , but accessed only on foot ."
9516,a good twenty minutes,twenty good minutes,He then busied himself by retrieving a couple of old metal chairs from another room and spent twenty good minutes preparing both men to face their judgement .
9517,a few hundred feet,hundred few feet,"There was a man sitting at a metal picnic table hundred few feet away under a tall pine , and it was n't hard to guess who it might be ."
9518,an extra fifteen minutes,fifteen extra minutes,It would lead straight to the end of the gravel road near the gas station but would also add fifteen extra minutes to the route .
9519,a good twenty feet,twenty good feet,"The thorns from some weed and the grass intertwined , covering the entire building that went up twenty good feet ."
9520,an enjoyable two hours,two enjoyable hours,"My output was poor that evening but it was two enjoyable hours destroyed , ' labouring ' while getting patiently pickled ."
9521,a further two days,two further days,It would take two further days of sleeplessness and disquiet before I accepted the fact of it fully .
9522,an exhausting three hours,three exhausting hours,"It lasted three hours , three exhausting hours of apologising , trying to make him understand without telling the whole truth ; of saying I was wrong , he would find someone better ."
9523,a good two inches,two good inches,""" I do n't think so , but his neck was two good inches longer . """
9524,a good two hours,two good hours,He was out for two good hours .
9525,a few hundred yards,hundred few yards,"I reached the stained glass door , its off - blue color mimicking the ocean hundred few yards below , and slipped the key into the lock ."
9526,a few thousand years,thousand few years,"The things you learn in thousand few years ' worth of evolution . """
9527,a good ten miles,ten good miles,"He knew , in a theoretical way , that they were too small and timid to be any real threat to human beings ; but how about a whole pack of them , maddened by his incursion into their domain and emboldened by his solitariness , out here ten good miles from the Best Western ?"
9528,"a mere 35,000 years","35,000 mere years","He had read yesterday , thumbing through one of the books in the visitor center gift shop , that the first of these craters had appeared 35,000 mere years ago ."
9529,a good 15 minutes,15 good minutes,"He struggled with the stiff , wet jeans for 15 good minutes before finally getting them up around his skinny shanks , and belted , and even zipped ."
9530,a few thousand bucks,thousand few bucks,"That little mistake had cost the company thousand few bucks – serious money in those days – and a good deal of embarrassment , and after that he 'd never really trusted Ruth again ."
9531,a total three years,three total years,"Mum only having three total years of schooling over seven years of her school days was determined we would have a good education and learn to read and write , encouraging us to do so ."
9532,a freestanding twelve feet,twelve freestanding feet,"I was allowed to have a say in the design of the room , twelve freestanding feet by twelve feet room for me and a toilet and storage area added on one end ."
9533,an extra two yards,two extra yards,I now needed four yards ( two extra yards ) of material to make a frock .
9534,a mere six months,six mere months,Following a whirlwind courtship he 'd proposed after six mere months .
9535,a full thirty minutes,thirty full minutes,"After thirty full minutes of struggling with the myriad of buttons and ribbons that held things together , Marissa turned triumphantly to the full length mirror in her room — admittedly she 'd cheated a little and was still wearing her own bra ."
9536,a full twenty minutes,twenty full minutes,"It took a Marissa twenty full minutes , nibbling at the fruit and sipping the rich beef broth , but a last she gathered up enough courage to descend the stairs ."
9537,a good fifteen minutes,fifteen good minutes,On horseback it was thirty minutes back into Charleston and fifteen good minutes to any neighboring farms ; on foot it would be at least twice that long .
9538,a good ten minutes,ten good minutes,"I , uh ... I ... "" She scrambled to grasp at some shred of what he may have been speaking about , but truthfully he 'd lost her ten good minutes ago while lecturing the true meaning of some obscure Psalm ."
