sentence_idx,sentence
3348,Yeah?
3350,"I haven't had that much fun in... 2 years, 11 months, 3 weeks, and 5 days."
3351,They?
3352,"I would stay, but i feel uncomfortable"
3355,When are they gettin' back?
3356,I don't.
3360,Are you sure i can take your rolls?
3361,Yeah.
3362,"Oh, yeah."
3364,It's just a loaner.
3365,"I don't know, I find this all a bit sad"
3367,Why?
3369,"No, I don't mean that to sound homophobic"
3371,"I mean, I like The Iliad and The Odyssey."
3372,Ok.
3373,D'you get that?
3374,Ohh!
3376,Hey!
3377,"So, 'ave you read many of these books?"
3378,Wait!
3379,"No, I haven't."
3380,Wait!
3381,"Oh, I've read quite a few"
3382,Wait!
3383,"Oh, look!"
3385,D'you get it now?
3386,Go to the world series with me tomorrow maybe?
3388,I'd love to!
3389,I bet you do.
3390,Yeah?
3391,You've most likely done it at school
3392,Yes!
3393,You just can't remember
3395,"You know, like, Achilles' heel the Wooden Horse, Helen of Troy."
3396,I'd love to go.
3398,All right.
3399,Yeah.
3400,"yeah, well, that's all it is."
3403,"I think, uh... i think i'm getting wet."
3405,"Yeah, i-I-I think."
3406,"Oh, hallo, it's Pizza Deliveryman"
3407,Yeah.
3408,D'you want those beans?
3410,"Oh, yeah, I forgot"
3412,Sebastian Hawks.
3414,Good evening.
3415,All right.
3416,"Very nice to meet you, Louise."
3417,All right.
3418,"Oh, very nice to meet you"
3419,12:00.
3422,Sophie?
3424,Yeah?
3426,"Yeah, I'm in 'ere"
3427,All right.
3428,"- Oh, are you all right?"
3429,You come here.
3430,- I've never been better
3431,Ok!
3432,"We've had a very interesting afternoon, haven't we, Sophie?"
3433,Yah!
3434,It's been fascinatin'!
3436,For services rendered
3437,Spencer!
3439,I'll kill you!
3440,'Oo's your friend?
3441,Ahh!
3442,"'E's the landlord, in "" e?"
3443,What the hell's the matter with you?
3444,'Oose landlord?
3445,"Hey, man, i was doin' you a favor."
3446,Our fuckin' landlord
3448,"- Oh, get out o'town!"
3449,All because of this little thing.
3451,Give me that!
3452,What you wearin' Sandra's uniform for?
3453,Take it!
3455,Just give me my reward and i'm out of here.
3456,"Well, d'you wanna cup o'tea?"
3458,Yeah
3459,Are you crazy?
3460,"So,'ave you been sittin' on 'is face all afternoon?"
3461,I should sue you for everything you've got!
3462,I don't need this
3464,"Jesus Christ, I get 'ome from work, all I want to do is to put me feet up and watch the telly, not get involved in one of your orgies."
3466,D'you know what I mean?
3468,What 'appened to your arm?
3469,Hello?
3470,"Sophie, what's been goin' on?"
3471,"Hello, spencer."
3472,Have you put the kettle on?
3475,It's ted.
3476,"Any chance of a coffee, Louise?"
3478,"Yeah, sure"
3479,Hello?
3481,Spencer?
3483,Yes?
3485,It's ted.
3486,"Right, pal."
3487,"Hi, ted."
3488,"'Ere's your clothes, get your kit on and sling yer 'ook."
3489,"Look, i'm sure it's no surprise to you,"
3490,"'Ere's your shoes, mate"
3491,But diane's officially turned down your agency.
3492,"Hope I haven't given you AlDS, Sophie."
3493,What?
3494,- Jesus Christ - Fuckin' 'ell!
3495,!
3496,!
3497,Are you serious?
3498,Mike and i are sorry it didn't work out.
3500,We really liked you.
3503,"Mind you, I think AlDS is rather healthy in its way."
3506,She won't take your calls.
3507,"I realize that's not the fashionable thing to say, of course."
3508,Ever.
3509,No.
3510,Damn it!
3511,It's not.
3512,You said you were me!
3513,"But the world is overcrowded, isn't it?"
3514,You beat sakamoto at tennis!
3515,It could do with a bit of pruning.
3517,Fuckin' better be jokin'.
3518,"Oh, that chick's a witch."
3519,"You're not going to have children, are you, Louise?"
3520,I'll kill you!
3521,"I might do, one day."
3524,Uhh!
3526,Ohh!
3528,You look like shit.
3530,Aah!
3532,That hurt.
3533,"- Well, we're not - That's a pity"
3536,I didn't lose
3537,Whose couch?
3539,D'you want me to phone the police?
3541,Be my guest
3542,I'll kill you!
3543,Right
3545,"- Listen, I can't 'ave them in 'ere?"
3547,- Why not?
3548,Now just calm down.
3550,You ruined my life.
3551,There's fuckin' dope all over the place
3552,"Hey, i've been lookin' after you."
3553,"Well, we're just windin' him up - 'e's loving this."
3558,And i'm out of here.
3559,I suppose so
3560,World series tickets?
3561,Are you warm enough?
3562,"Yeah, they're in your book."
3563,"Yeah, this is nice - thanks"
3567,"You start to pick up on all the small sounds, you know what I mean?"
3568,These are the tickets?
3569,Like that clock
3570,Yes.
3572,"Oh, these are the tickets!"
3573,Of course you do - it's a clock
3575,Is it all right if I stay here tonight?
3576,"Yes, i am."
3577,'Ve you ever 'ad a dog?
3578,Can't wait to go to the world series.
3579,No.
3581,I don't like dogs
3582,Uh-Huh!
3584,Listen to me.
3586,You're coming with me
3587,"- Why, 'ave you?"
3589,- Yeah
3590,And who i am!
3591,Is it dead now?
3592,"Now, spencer, i'd really like to help you out."
3593,Yeah.
3595,Did you bury it?
3598,With this beautiful girl
3599,And what about you?
3602,I don't think so...
3603,I couldn't give a shit
3604,"Uh, uh, ah, ah, ah!"
3606,Don't bite the seat number!
3607,It was a right bloody racket - woke me up.
3608,Mm-Mmm.
3609,'Ave you got a photo of your mum?
3610,Mmm!
3611,"What, on me?"
3612,Eat!
3616,I can taste the excitement!
3617,"But I think you might find one over at the newsagent's, on the top shelf"
3619,D'you want some beans?
3620,All right.
3621,You've got a very sad face
3622,This is a lotus!
3623,'Ave I?
3624,You know what this thing does?
3625,"It's all right, I mean,"
3626,This thing goes 160 miles an hour.
3627,I find that attractive
3628,Over that!
3631,"So, 'ave you got a boyfriend or anythin'?"
3632,Great.
3633,What are gonna do for Christmas?
3634,No keys.
3636,Who needs keys?
3637,What're you gonna do?
3638,Where can i get a pair of pants like that?
3640,Do they come in different colors?
3641,What's the matter?
3642,I hope this doesn't take long.
3643,Fuck off!
3645,What's up love?
3647,Was it something I said?
3648,"Who are you, anyway?"
3650,I'm a car thief.
3656,Is it 'cos I don't like dogs?
3658,Get out!
3659,!
3661,"I don't quite follow, love"
3662,To see the cubs in the world series.
3663,Just fuck off!
3665,I'm serious.
3666,"Oh, I see"
3669,Jesus.
3672,- Go where?
3673,Sakamoto will be here any moment.
3674,'Ave you got any suggestions?
3675,No unsolicited comments--
3676,'Cos it's like a fuckin' Eskimo's grave out there.
3677,Diane connors?
3680,"It's not easy, is it?"
3682,D'you find that?
3684,"Well, just goes to show you that no matter how many books you read, there's some things in this world that you never, ever, ever, ever, ever fuckin' understand."
3687,What the hell is going on here?
3688,And the beans.
3689,Didn't you get the message
3691,That we are not interested
3692,"I hope that when you're tucked up tonight all snug and warm underneath your tear-sodden fuckin' duvet and your ankle-length Emily Bronte windin'-sheet that you spare a thought for me, with my head in a puddle of cold dog's piss,"
3693,In you or your agency?
3694,An' I hope that you dream about me.
3695,Tell her who you are.
3696,An' I hope that you wake up screaming.
3698,"And I hope that all your fuckin' children are born blind, bow-legged, hare-lipped, homeless hunchbacks!"
3700,"Ms. Connors,"
3702,Walter bentley's on teleconference.
3704,Put him through.
3705,No.
3706,I'm curious to hear what he has to say.
3707,I thought I was pregnant once.
3708,"Oh, good."
3709,Would you 'ave 'ad one?
3710,I can explain everything.
3711,"Will, In the end, it turned out I wasn't, and 'e left me anyway, so..."
3713,I wanted to keep mine
3715,What happened?
3718,Spencer!
3719,Too fuckin' right.
3721,Did it make you feel shitty?
3723,It was a nightmare.
3725,I really loved 'im
3726,You look awful.
3729,Where was this?
3730,You should be ashamed of yourself.
3731,Paris.
3732,Like he looks great.
3733,You should've seen the state of 'is girlfriend
3734,And how the hell could you come up with
3738,They've already printed the billboards.
3739,"I think that one was worse for my mum, fuckin' drama she made out of it"
3740,"""Check out those buns""!"
3742,What buns?
3743,D'you want to get married?
3744,These buns!
3748,"Walter, i don't think"
3751,'E couldn't fuckin' wait to get out.
3752,Are any concern of ours.
3753,"Well, don't know if I want to get married, but I wouldn't say no to a proper relationship"
3755,What is a proper relationship?
3756,"Walter, it--It wasn't me!"
3764,Beats the hell out of me.
3766,If you think
3767,D'you think that bastard's fucked off yet?
3768,"That you are getting that promotion, forget it."
3769,"Yeah, he musta done by now."
3771,Is this a stick-up?
3772,Totally.
3774,Hey.
3776,"Hey, all he did was lose his book."
3777,Just got it again.
3778,I'm the one that screwed up.
3779,"So is this your job, or a nice little hobby you've got for yourself?"
3782,I'm jimmy.
3783,"- This your van, yeah?"
3785,- Yeah
3786,It's true.
3787,"It's like, er, I dunno, top o' the range."
3788,All you do is talk.
3789,Very nice
3790,Push people around.
3794,"Well, you know what?"
3795,Is that all right with you?
3798,"Spencer, i want you back here in 12 hours."
3799,"It's just, I've been walkin' round the streets all night, you know what I mean?"
3800,"Walter, this is a mistake."
3801,"These fuckin' feet are on their last legs, I'm telling you."
3802,"Well, listen to me."
3803,"So, 'ow much d'you earn for doin' this?"
3804,You're the mistake.
3805,It's none of your fuckin' business
3807,"I mean, is the pay as substantial as say, the wages of sin?"
3808,Walter.
3810,"In the last 2 days, i-I've been mugged,"
3812,"I've been thrown into garbage,"
3815,Oh!
3816,My wife has left me...
3818,All because of this account.
3819,"I mean, or does it take like thousands of years of like state-subsidized government training to do this clobber, yeah?"
3820,"I've been obsessed, walter,"
3821,You've gotta slap on like copious quantities of the old industrial sputum there.
3824,With every account
3825,It's a wonderful career opportunity for me - you know what I mean?
3826,I've ever gotten for you.
3827,I'm not gonna play the joker on this one.
3828,All i do is work.
3829,- Shift - It's all goin' very well
3830,"Work, work."
3831,"Shift out the fuckin' way, will you?"
3833,"No, I like Laurel and Hardy, you know, although apparently they didn't get on in real life,"
3836,I don't know who i am.
3837,"Sorry about that pal, it's just I've 'ad a lot of bad experience with walls, you know, what with talking to them and climbing them, and me dad's driven me up a good few of them in 'is time, you know what I mean?"
3840,I don't even know what to think.
3842,I hate my life.
3843,Just crack the old pate.
3844,It stinks.
3845,Are you with me?
3846,!
3848,'Ave you got it?
3849,I've made myself miserable.
3850,"And that's it, that's the key to enlightenment, which is, it's like that's why, it's like such a potent motif of civilization - it's the wall."
3851,"I don't want to end up like you, walter."
3855,I can't do this anymore.
3856,"What with the old rockin' and that, and you know, just that six inches away and they'd be there, they'd have won the fuckin' race, they'll be there, you with me?"
3858,"What is all this, anyway?"
3859,The hell with all th--I quit.
3860,What are you doin'?
3861,Yeah.
3862,Cancel everythin'.
3863,"Me, too."
3864,"In the beginnin' there was the Word, and the word was 'cancelled'"
3865,"I quit--Hey, hey."
3866,D'you get like satisfaction out of this?
3867,"I'll see you later sometime, huh?"
3868,D'you think you're makin' a contribution?
3871,"Hey, big sak."
3872,Are you with me?
3873,Work on your game.
3874,Fuckin' hell!
3875,!
3876,"Don't lose that broom, witch."
3877,"Oh, that's it!"
3880,"Walter, your firm has exhibited"
3881,Blank it all out till you just atrophy and die of fuckin' indifference.
3882,Gross incompetency.
3883,"Can I show you somethin', pal?"
3884,I am taking you out of my filofax.
3888,"Oh, mr."
3890,Sakamoto.
3893,"You wanna watch that, mate - I've got a dicky sacrum 'ere"
3896,About them anyway.
3898,"Julie, get me"
3900,The bellflower august agency.
3901,You've got me bag!
3903,You fuckin' tosser!
3904,!
3905,Unless you're looking for a job.
3907,"Heh, i'm not looking--"
3908,Fuck!
3909,!
3910,What?
3911,"Oh, listen!"
3912,!
3915,"Not just to approve a new ad campaign,"
3916,Is that OK with you all?
3917,But to see you in action.
3919,I've had complaints.
3921,What exactly are you saying?
3922,'Os's that?
