idx,sentence
585,"Er, we swopped our sharing expense on the er,Sp Spanish financial daily er, with cash for a twenty five percent stake in the  Group and er, one of the things this er, does is to give us a stake in, in Marca, which is the second biggest newspaper in Spain and incidentally has the same social and economic profile as El , The Times of Spain er, and it's a sport paper which sells seven days a week, two hundred and thirty four thousand circulation and its nearer, nearest competitor sells one fifty thousand."
676,"And , even in the old , old , half-forgotten times , before the garden of the Hesperides was overrun with weeds , a great many people doubted whether there could be real trees that bore apples of solid gold upon their branches ."
733,In my opinion it was hardly worth running so much risk for the sake of a solid golden apple .
901,"Er, turning to the media investments, well we all tend to think that the er, the bids tended to be on the high side but er, at least Yorkshire got the licence for the next ten years and they have the option in ninety eight to go for a further ten years and I can tell you er, because I've had er, lots of conversations with Clive  that they're really working on, on making the best improving their returns from that franchise and I'm quite sure they'll succeed."
1482,"They then continued their Edinburgh Fringe success with 2014's ""Toned Up"" which saw a second five-star review from Broadway Baby and a prestigious ""Bobby"" Award, the group becoming the first University ensemble and first A cappella group to achieve this."
1752,"Their first competition outing was in the 2017 British Association of Barbershop Singers Mixed Chorus competition in Bournemouth, where they achieved a very respectable score for a chorus only eight months in existence."
1897,"""The Karate Kid"" received mixed reviews and it earned $359.1 million on a $40 million budget."
1950,"Immediately afterwards , there was an ugly three-headed dog , which growled and barked at Hercules , and snapped fiercely at the hands by which he held him !"
2236,"He met with a great many strange adventures , which would be well worth your hearing , if I had leisure to narrate them as minutely as they deserve ."
2681,"I think that it is going to have a good effect on improving trading for the better parks and attractions in this country and as you know I think, Alton Towers is the leading er, park of its kind in this country, Chessington which we also own is the second er, leading park, one and a half million visitors a year, Alton Towers approximately two million visitors a year in this country."
3857,I have no idea of spending another thousand years as I spent the last .
1002,A useful few million.
1240,It means they all get an extra couple of days off on their holiday doesn't it?
1612,"Next appears a four-wheeled carryall , peopled with a round half-dozen of pretty girls , all drawn by a single horse , and driven by a single gentleman ."
2034,An unusual 3–4–3 formation did not work as planned; Benfica lost 2–0 and posted their worst league start since 1976–77.
2167,"Early in the match, Roberto Brum touched the ball with his hand inside the box, giving Simão the opportunity to score the first goal; two more goals in the second half secured a comfortable 3–0 win for Benfica."
2351,"He was the author of the Guangya, an early 3rd century CE Chinese dictionary."
34,"Torque is a substantial 472 lb/ft (640Nm) at 2,000 rpm."
81,"The 2011 model year Range Rovers include minor styling changes, improved interiors and an upgraded 4x4 system as well new optional packages."
82,A new 4.4-litre TDV8 diesel engine became available with a new ZF 8HP70 eight-speed automatic transmission.
299,"As of March 2015, Airbnb has a $20 billion valuation."
1663,"On March 22, 2011, TNT green-lighted the series with an order of 10 episodes to air in the summer of 2012."
2372,"The north wing, which faces along the Esplanade, curves almost a full 90 degrees, while the south wing is shorter, curving roughly 45 degrees."
2692,A dog lost from Bulwell on Sunday morning it's a Jack Russell with long hair and it's white and black twelve years old and er it's a bitch seven five two seven nine O seven five two seven nine O if you can help.
2839,Now saving is a classic two selves problem.
711,"In 2014 FIFA World Cup Football Qulifiers, his maiden international goal broke the deadlock of the match against Lebanon in second half in a memorable 2-0 win at Dhaka."
828,"The advertised price at launch was 2870 Marks, but customers had the option of paying an extra 22 Marks for a shatterproof windscreen."
914,"Coach-built Ford Taunus versions include two- and four-seater cabriolets with two doors, a special four-door cabriolet for use by police forces, small three-door station wagons and even four-door taxis."
1849,"The north and south nave walls each have a window dating from the 12th century, and a later two-light window from the 19th century."
3686,"So the fact that I know that when I apply a 5-Newton force to the left, or a negative 5-Newton force, the spring is no longer moving, it means that there must be-- or no"
3759,So now we can use that information to figure out what is the displacement when I apply a negative 10-Newton force?
3768,It possesses a small roof comb that is decorated with a further ten masks.
