idx,construction,corrupted_construction,corrupted_sentence
7925,a good five minutes,a good five minute,The Tracker walked for a good five minute before finally settling down on a comfortable rock and leaning back with a heavy sigh .
7926,a good ten minutes,a good ten minute,Ya've been starin ' at the same spot on the ground for a good ten minute .
7927,a good fifty yards,a good fifty yard,"Once they were a good fifty yard from ground - zero of the transformation , Syllis leaned forward and threw the farmer to the dusty ground with a grunt . """
7928,a good fifteen feet,a good fifteen foot,"Syllis hesitated on purpose , making Markus wait before bending at the knees and jumping a good fifteen foot straight up in the air and landing in the hay ."
7929,a scant 290 feet,a scant 290 foot,"Home plate was set next to the entrance where football teams emerge , with left field a scant 290 foot away ."
7930,an extra five minutes,an extra five minute,"Wear longjohns , wear a choker around your neck and warm up an extra five minute . """
7931,a scant 200 years,a scant 200 year,"Here were a few tiny agrarian colonies , separated by an ocean from the salons of political , economic and military influence , yet in a scant 200 year we had become the most powerful empire in the annals of Mankind ."
7932,an astounding 16 triples,an astounding 16 triple,He hit an astounding 16 triple between PCL and the big leagues in 1959 .
7933,an additional 24 hours,an additional 24 hour,"When the rain finally stopped , bad drainage on the Candlestick playing surface post - poned game six an additional 24 hour Three helicopters were brought in to buzz the field , but the grass remained soggy ."
7934,a further two months,a further two month,"As this was a first case he was kept under observation and treatment for a further two month then , remaining perfectly well , was discharged from hospital on small maintenance doses of lithium to return to home and work ."
7935,a few hundred dollars,a few hundred dollar,"They made it to the campus bookstore just before closing to sell back their textbooks , and they scrounged up a few hundred dollar for the weekend ."
7936,a few billion years,a few billion year,"Modern data allow us to predict that , in a few billion year , the conditions prevailing in the solar system will not be the same as they are today ."
7937,a few hundred meals,a few hundred meal,I owe you a few hundred meal and more drinks than I can remember .
7938,a few thousand feet,a few thousand foot,"Once they 'd reached a few thousand foot , the pilot decreased both the angle and the rate of acceleration to make the rest of the trip a little more comfortable for the passengers ."
7939,a mere thirty feet,a mere thirty foot,The last grenade detonated a mere thirty foot behind her .
7940,a few hundred yards,a few hundred yard,Their initial readings told them that the center of the buildup was just a few hundred yard down the pipe .
7941,a good ten feet,a good ten foot,This time the impact was enough to send her tumbling a good ten foot .
7942,a few hundred yards,a few hundred yard,They were only a few hundred yard from the house when the attack shuttles flew overhead .
7943,a good ten minutes,a good ten minute,"After a good ten minute , a lady in her late sixties answered ."
7944,a few hundred years,a few hundred year,"Maybe in a few hundred year . """
7945,a few hundred feet,a few hundred foot,"He motioned for Damion to stay silent , then quickly followed the sound to a large grove of bushes a few hundred foot from the edge of the ruined village ."
7946,a few hundred feet,a few hundred foot,It was late that evening when they finally set up camp a few hundred foot from the road .
7947,a few hundred yards,a few hundred yard,"He followed the ghostly bird for less than a mile , then the huge owl dropped from the sky and landed a few hundred yard away from a large rock formation ."
7948,an additional 2000 years,an additional 2000 year,"In my case , I was in a condition of at - onement with my Father when I passed from the Earth in the first century , and yet it took almost an additional 2000 year for me to reach the place where souls that have a soul - union reside ."
7949,a few hundred feet,a few hundred foot,"The air was still : The small lake , a few hundred foot below Craig , reflected the steep granite walls of the valley , still rose - tinted from the hidden sun ."
7950,a good hundred feet,a good hundred foot,"If he fell now he would go a good hundred foot , like a bat in the night , swooping and howling , before the rope would come taut ."
7951,a few hundred feet,a few hundred foot,The ground was easier now and they could see the broken black outline of the easy ridge a few hundred foot ahead .
7952,a mere two hours,a mere two hour,"It was nine fifty , a mere two hour since they had collected the money ."
7953,a few hundred feet,a few hundred foot,"If we make a few hundred foot more up the creek , they wo n't know we 're here . """
